"COMPLAINTNUMBER","ACCIDENTDATE","YEAR","MILITARYTIME","DAYOFWEEK","ACCIDENTTYPE","NUMINVOLVED","NUMINJURED","NUMFATALITIES","FEETFROMINTERSECTION","CITYQUADRANT","CONSTRUCTION","ONSTREET","COLLISIONTYPE","WEATHER","TRAFFICCONDITION","ROADWAYTYPE","TRAFFICCONTROL","MPDLOCATION","CRASHDURATION","LATITUDE","LONGITUDE","TAXIINVOLVED","TOURBUSINVOLVED","MILITARYHOUR","ACCIDENTDATETIME"
15038990,2015-03-20,2015,"1900","Friday","Prop. Damage",2,0,0,0,"SE","N","Private Property","Left Turn Hit Veh.","Clear","Unknown","Other","None","1312 SOUTHERN AVE SE",36,38.83668,-76.981625,"","","19",2015-03-20 19:00:00
15043420,2015-03-28,2015,"1802","Saturday","Injury",2,3,0,0,"SE","N","At Intersection","Rear End","Clear","Light","Two-Way, Not Divided","Signal","15TH ST SE / POTOMAC AVE SE",1,38.88108,-76.98365,"","","18",2015-03-28 18:02:00
15029928,2015-03-02,2015,"1000","Monday","",2,0,0,0,"SE","N","Not at Intersection","Side Swiped","Clear","Light","Two-Way, Not Divided","None","1432 T STREET SE",0,38.867737,-76.983647,"","","10",2015-03-02 10:00:00
15041369,2015-03-25,2015,"0308","Wednesday","",5,0,0,0,"NE","N","Not at Intersection","Rear End","Clear","Light","Two-Way, Not Divided","None","2220 15TH STREET NE",7,38.919756,-76.982305,"","","3",2015-03-25 03:08:00
15042535,2015-03-27,2015,"0900","Friday","",2,0,0,0,"SE","N","Within 100ft of Intersection","Side Swiped","Rain","Medium","Two-Way, Not Divided","None","1535 TANNER STREET SE",1,38.847411,-76.980776,"","","9",2015-03-27 09:00:00
15039829,2015-03-22,2015,"0436","Sunday","",2,0,0,0,"SE","N","Within 100ft of Intersection","Parked Vehicle","Clear","Light","One-Way, Not Divided","None","116 17TH ST SE",4,38.888073,-76.980476,"","","4",2015-03-22 04:36:00
15036439,2015-03-15,2015,"2335","Sunday","",2,1,0,0,"SE","N","Not at Intersection","Rear End","Clear","Light","Two-Way, Divided Positive","None","2200 PENNSYLVANIA AVE SE",-1388,38.879491,-76.983164,"","","23",2015-03-15 23:35:00
15040431,2015-03-23,2015,"1301","Monday","Prop. Damage",2,0,0,0,"SE","N","Not at Intersection","Side Swiped","Clear","Medium","One-Way, Not Divided","Signal","0 PENNSYLVANIA AVE SE",44,38.879491,-76.983164,"","","13",2015-03-23 13:01:00
15035835,2015-03-14,2015,"1918","Saturday","Prop. Damage",1,0,0,0,"SE","N","Other","Ran Off Roadway","Rain","Unknown","One-Way, Not Divided","None","STANTON RD SE / SUITLAND PKWY SE",0,38.85334,-76.9833,"","","19",2015-03-14 19:18:00
15040569,2015-03-23,2015,"1708","Monday","Prop. Damage",3,0,0,0,"SE","N","At Intersection","Rear End","Clear","Heavy","Other","None","I295 SB / SUITLAND PKWY SE",307,38.853508,-76.982885,"","","17",2015-03-23 17:08:00
15037054,2015-03-17,2015,"0745","Tuesday","Prop. Damage",2,0,0,0,"NE","N","Private Property","Backing Hit Parked Veh.","Clear","Light","Other","None","1831 FENWICK ST NE",0,38.913091,-76.983626,"","","7",2015-03-17 07:45:00
15031436,2015-03-06,2015,"1615","Friday","Prop. Damage",1,0,0,0,"SE","N","N/A","Head On","Clear","Other","Other","None","718 16TH ST SE",1,38.880673,-76.981903,"","","16",2015-03-06 16:15:00
15038128,2015-03-19,2015,"0742","Thursday","",1,1,0,0,"SE","N","At Intersection","Left Turn Hit Ped.","Clear","Medium","Two-Way, Divided Unprotected","Signal","BRUCE PL SE / STANTON RD SE",108,38.85074,-76.981007,"","","7",2015-03-19 07:42:00
15044372,2015-03-30,2015,"1741","Monday","Injury",1,1,0,10,"NE","N","At Intersection","Left Turn Hit Ped.","Clear","Medium","One-Way, Not Divided","Signal","17TH ST NE / CONSTITUTION AVE NE",3,38.89201,-76.98077,"","","17",2015-03-30 17:41:00
15037639,2015-03-18,2015,"0900","Wednesday","",2,0,0,0,"NE","N","Private Property","Right Angle","Clear","Unknown","","None","1403 W STREET NE",8,38.918851,-76.982453,"","","9",2015-03-18 09:00:00
15034600,2015-03-12,2015,"1510","Thursday","Prop. Damage",2,0,0,0,"NE","N","At Intersection","Rear End","Clear","Unknown","Two-Way, Divided Positive","Signal","1500 FRANKLIN STREET NE",2,38.926004,-76.98362,"","","15",2015-03-12 15:10:00
15038910,2015-03-20,2015,"1710","Friday","Prop. Damage",2,0,0,1,"SE","N","At Intersection","Side Swiped","Rain","Light","Two-Way, Not Divided","None","1700 POTOMAC AVE SE",10,38.882374,-76.980611,"","","17",2015-03-20 17:10:00
15033015,2015-03-09,2015,"1715","Monday","",1,1,0,50,"SE","N","Within 100ft of Intersection","Straight Hit Ped.","Clear","Medium","Two-Way, Not Divided","None","1503 EAST CAPITOL STREET SE",3,38.889526,-76.983305,"","","17",2015-03-09 17:15:00
15031485,2015-03-06,2015,"1728","Friday","Prop. Damage",2,0,0,0,"SE","N","Within 100ft of Intersection","Left Turn Hit Veh.","Snow","Medium","Two-Way, Not Divided","None","16TH ST SE / V ST SE",0,38.864474,-76.982431,"","","17",2015-03-06 17:28:00
15032164,2015-03-07,2015,"2327","Saturday","Prop. Damage",2,0,0,75,"NE","N","Within 100ft of Intersection","Side Swiped","Clear","Light","Two-Way, Not Divided","None","4234 SOUTH DAKOTA AVE NE",3,38.94133,-76.982819,"","","23",2015-03-07 23:27:00
15043730,2015-03-29,2015,"1029","Sunday","",2,0,0,0,"NE","N","Not at Intersection","Backing Hit Parked Veh.","Clear","Other","Other","None","1609 BENNING RD NE",3,38.899674,-76.981197,"","","10",2015-03-29 10:29:00
15034940,2015-03-13,2015,"0809","Friday","Prop. Damage",2,0,0,0,"NE","N","At Intersection","Other","Clear","Medium","Two-Way, Not Divided","","13TH PL NE / TAYLOR ST NE",21,38.94072,-76.98712,"","","8",2015-03-13 08:09:00
15034519,2015-03-12,2015,"1357","Thursday","",2,0,0,0,"SE","N","Within 100ft of Intersection","Right Turn Hit Veh.","Clear","Light","Two-Way, Not Divided","None","1400 RIDGE PLACE SE",3,38.868966,-76.984936,"","","13",2015-03-12 13:57:00
15036245,2015-03-15,2015,"1522","Sunday","Injury",1,1,0,0,"SE","N","Not at Intersection","Ran Off Roadway","Clear","Unknown","Two-Way, Divided Unprotected","None","1328 SOUTHERN AVE SE",1,38.836125,-76.984231,"","","15",2015-03-15 15:22:00
15029585,2015-03-02,2015,"1346","Monday","Injury",2,1,0,0,"NE","N","Not at Intersection","Other","Clear","Medium","Two-Way, Divided Unprotected","Signal","4437 SOUTH DAKOTA AVE NE",2,38.943587,-76.984213,"","","13",2015-03-02 13:46:00
15041328,2015-03-24,2015,"2323","Tuesday","",1,0,0,100,"NE","N","Within 100ft of Intersection","Right Turn Hit Veh.","Clear","Light","Two-Way, Not Divided","None","1300 MORSE ST NE",0,38.902432,-76.986588,"","","23",2015-03-24 23:23:00
15038619,2015-03-20,2015,"0255","Friday","",2,0,0,0,"SE","N","Not at Intersection","Parked Vehicle","","","Two-Way, Not Divided","None","2201 HUNTER PLACE SE",5,38.859902,-76.984189,"","","2",2015-03-20 02:55:00
15041942,2015-03-26,2015,"0816","Thursday","Prop. Damage",2,0,0,50,"NW","N","Within 100ft of Intersection","Rear End","Clear","Medium","Two-Way, Divided Unprotected","None","4400 14th St NW",0,38.943017,-76.985948,"","","8",2015-03-26 08:16:00
15032343,2015-03-08,2015,"0920","Sunday","",2,0,0,0,"NE","N","Within 100ft of Intersection","Right Turn Hit Veh.","Clear","Medium","Two-Way, Not Divided","Signal","FLORIDA AVE NE / H ST NE",15,38.90021,-76.98416,"","","9",2015-03-08 09:20:00
15034583,2015-03-12,2015,"1622","Thursday","Injury",1,1,0,65,"NE","N","Within 100ft of Intersection","Straight Hit Ped.","Clear","Light","Two-Way, Divided Unprotected","None","1401 MONTANA AVENUE NE",3,38.923918,-76.985211,"","","16",2015-03-12 16:22:00
15030896,2015-03-05,2015,"0135","Thursday","",2,0,0,0,"NE","N","At Intersection","Rear End","Rain","Light","Two-Way, Not Divided","Signal","1401 H STREET NE",1,38.900029,-76.985315,"","","1",2015-03-05 01:35:00
15032919,2015-03-09,2015,"1346","Monday","Prop. Damage",2,0,0,200,"NE","N","Not at Intersection","Rear End","Clear","Medium","Two-Way, Not Divided","None","1348 FRANKLIN ST NE",0,38.925867,-76.986561,"","","13",2015-03-09 13:46:00
15038917,2015-03-20,2015,"1717","Friday","Prop. Damage",2,0,0,0,"SE","N","Within 100ft of Intersection","Side Swiped","Clear","Heavy","Two-Way, Divided Unprotected","None","ELVANS RD SE / STANTON RD SE",3,38.854532,-76.985954,"","","17",2015-03-20 17:17:00
15037044,2015-03-17,2015,"0708","Tuesday","",1,1,0,0,"NE","N","Within 100ft of Intersection","Straight Hit Ped.","Clear","Medium","Two-Way, Not Divided","Signal","MONTANA AVE NE / RHODE ISLAND AVE NE",0,38.92456,-76.985604,"","","7",2015-03-17 07:08:00
15037648,2015-03-18,2015,"0945","Wednesday","Injury",2,2,0,25,"SE","N","Within 100ft of Intersection","Side Swiped","Clear","Light","Two-Way, Divided Unprotected","Signal","1345 GOOD HOPE RD SE",1,38.866921,-76.986177,"","","9",2015-03-18 09:45:00
15043157,2015-03-28,2015,"0458","Saturday","",2,0,0,0,"NE","N","Within 100ft of Intersection","Head On","Clear","Light","Two-Way, Not Divided","None","14TH ST NE / SOUTH DAKOTA AVE NE",0,38.896118,-76.985493,"","","4",2015-03-28 04:58:00
15041740,2015-03-25,2015,"1900","Wednesday","",2,0,0,0,"SE","N","At Intersection","Rear End","Clear","Light","Two-Way, Not Divided","Stop Sign","13TH ST SE / SOUTHERN AVE SE",0,38.833913,-76.98505,"","","19",2015-03-25 19:00:00
15031440,2015-03-06,2015,"1621","Friday","Prop. Damage",2,0,0,0,"SE","N","Within 100ft of Intersection","Left Turn Hit Veh.","Clear","Medium","Two-Way, Divided Positive","None","1700 PENNSYLVANIA AVE SE",4,38.880081,-76.985207,"","","16",2015-03-06 16:21:00
15044959,2015-03-31,2015,"1835","Tuesday","Prop. Damage",2,0,0,0,"SE","N","Within 100ft of Intersection","Left Turn Hit Veh.","Clear","Heavy","Two-Way, Divided Unprotected","Stop Sign","12TH ST SE / SOUTHERN AVE SE",5,38.833365,-76.985722,"","","18",2015-03-31 18:35:00
15036337,2015-03-15,2015,"1939","Sunday","",2,0,0,0,"NE","N","At Intersection","Parked Vehicle","Clear","Medium","Two-Way, Divided Positive","Signal","14TH ST NE / MARYLAND AVE NE",0,38.89927,-76.98549,"","","19",2015-03-15 19:39:00
15035642,2015-03-14,2015,"1115","Saturday","",2,0,0,0,"NE","N","Not at Intersection","Backing Hit Moving Veh.","Rain","Light","Other","None","1400 RHODE ISLAND AVENUE NE",18,38.925107,-76.985295,"","","11",2015-03-14 11:15:00
15043701,2015-03-29,2015,"0838","Sunday","Prop. Damage",1,0,0,45,"SE","N","Within 100ft of Intersection","Fixed Object","Clear","Light","Two-Way, Divided Unprotected","Signal","PENNSYLVANIA AVE SE",1,38.880081,-76.985207,"","","8",2015-03-29 08:38:00
15042299,2015-03-26,2015,"2014","Thursday","",1,0,0,80,"NE","N","Within 100ft of Intersection","Fixed Object","Rain","Light","One-Way, Not Divided","None","207 14TH PLACE NE",0,38.892458,-76.984368,"","","20",2015-03-26 20:14:00
15035320,2015-03-13,2015,"2024","Friday","Prop. Damage",2,0,0,0,"SE","N","Not at Intersection","Rear End","Clear","Medium","Two-Way, Divided Unprotected","None","1300 SOUTHERN AVE SE",1,38.834859,-76.983948,"","","20",2015-03-13 20:24:00
15039038,2015-03-20,2015,"2145","Friday","Prop. Damage",2,0,0,10,"SE","N","Within 100ft of Intersection","Side Swiped","Clear","Light","Two-Way, Divided Positive","Signal","1400 PENNSYLVANIA AVENUE SE",1,38.880323,-76.984682,"","","21",2015-03-20 21:45:00
15032790,2015-03-09,2015,"0938","Monday","Prop. Damage",1,0,0,0,"NE","N","N/A","Side Swiped","Clear","Light","Other","None","1331 C St. NE",2,38.893356,-76.986755,"","","9",2015-03-09 09:38:00
15042042,2015-03-26,2015,"1305","Thursday","Prop. Damage",2,1,0,50,"SE","N","Within 100ft of Intersection","Other","Clear","Unknown","Two-Way, Divided Unprotected","Signal","3000 STANTON RD SE",40,38.854286,-76.985206,"","","13",2015-03-26 13:05:00
15044999,2015-03-31,2015,"1936","Tuesday","Prop. Damage",1,0,0,0,"NE","N","Private Property","Fixed Object","Rain","Unknown","One-Way, Not Divided","None","1211 SIMMS PL NE",0,38.909268,-76.984954,"","","19",2015-03-31 19:36:00
15042262,2015-03-26,2015,"0600","Thursday","",1,0,0,50,"SE","N","Not at Intersection","Side Swiped","Clear","Unknown","One-Way, Not Divided","None","1310 RIDGE PL SE",765,38.868978,-76.986376,"","","6",2015-03-26 06:00:00
15039782,2015-03-22,2015,"0327","Sunday","Injury",1,1,0,0,"NE","N","Within 100ft of Intersection","Straight Hit Ped.","Clear","Light","Two-Way, Divided Unprotected","Signal","1400 EAST CAPITOL STREET NE",18,38.890044,-76.985278,"","","3",2015-03-22 03:27:00
15035208,2015-03-13,2015,"1713","Friday","Injury",1,1,0,0,"SE","N","Not at Intersection","Straight Hit Ped.","Clear","Unknown","Two-Way, Not Divided","None","1310 SOUTHERN AVE SE",1,38.836019,-76.984751,"","","17",2015-03-13 17:13:00
15049534,2015-03-15,2015,"0600","Sunday","",2,0,0,0,"SE","N","Not at Intersection","Backing Hit Moving Veh.","Unknown","Unknown","Two-Way, Not Divided","None","1345 MASSACHUSETTS AVENUE SE",1079,38.888115,-76.986948,"","","6",2015-03-15 06:00:00
15034465,2015-03-12,2015,"1152","Thursday","",2,1,0,0,"NE","N","Within 100ft of Intersection","Rear End","Clear","Medium","Two-Way, Not Divided","None","GALLATIN ST NE / SARGENT RD NE",38,38.952413,-76.989284,"","","11",2015-03-12 11:52:00
15038672,2015-03-20,2015,"0810","Friday","",2,0,0,0,"NE","N","At Intersection","Left Turn Hit Veh.","Snow","Medium","Two-Way, Not Divided","Stop Sign","GALLOWAY ST NE / SARGENT RD NE",1,38.953235,-76.988388,"","","8",2015-03-20 08:10:00
15032787,2015-03-09,2015,"0933","Monday","",2,0,0,0,"SE","N","At Intersection","","","","","","MARTIN LUTHER KING JR AVE SE / U ST SE",0,38.866572,-76.989007,"","","9",2015-03-09 09:33:00
15031321,2015-03-04,2015,"1930","Wednesday","Prop. Damage",2,0,0,0,"NE","N","Not at Intersection","Side Swiped","Snow","Medium","Two-Way, Divided Unprotected","None","4311 12TH ST NE",-570,38.942368,-76.989982,"","","19",2015-03-04 19:30:00
15036749,2015-03-16,2015,"1638","Monday","Prop. Damage",2,0,0,0,"SE","N","Within 100ft of Intersection","Side Swiped","Clear","Heavy","Two-Way, Not Divided","Signal","1900 MARTIN LUTHER KING JR AVE SE",0,38.867256,-76.988636,"","","16",2015-03-16 16:38:00
15030223,2015-03-03,2015,"1805","Tuesday","Injury",1,1,0,50,"SE","N","Within 100ft of Intersection","Straight Hit Ped.","Rain","Medium","One-Way, Not Divided","None","1200 EAST CAPITOL STREET SE",5,38.89055,-76.989986,"","","18",2015-03-03 18:05:00
15037769,2015-03-18,2015,"1348","Wednesday","",2,0,0,0,"NE","N","Within 100ft of Intersection","Side Swiped","Clear","Medium","Two-Way, Divided Unprotected","None","1207 H STREET NE",9,38.899974,-76.989786,"","","13",2015-03-18 13:48:00
15037745,2015-03-18,2015,"1250","Wednesday","",2,0,0,80,"SE","N","Within 100ft of Intersection","Left Turn Hit Veh.","Clear","Light","Two-Way, Not Divided","Stop Sign","500 13TH STREET SE",1,38.882693,-76.988134,"","","12",2015-03-18 12:50:00
15039991,2015-03-21,2015,"2300","Sunday","",2,0,0,0,"SE","N","Private Property","Parked Vehicle","Clear","Unknown","Other","None","1418 HOWARD RD SE",-450,38.859032,-76.987888,"","","23",2015-03-21 23:00:00
15033095,2015-03-09,2015,"2002","Monday","Prop. Damage",2,0,0,40,"SE","N","Not at Intersection","Side Swiped","Clear","Medium","Two-Way, Not Divided","None","1330 POTOMAC AVE SE",2,38.87951,-76.987744,"","","20",2015-03-09 20:02:00
15037995,2015-03-18,2015,"2123","Wednesday","",2,0,0,0,"SE","N","Not at Intersection","Rear End","Clear","Light","Two-Way, Not Divided","None","3615 MARTIN LUTHER KING JR AVE SE",0,38.869128,-76.988508,"","","21",2015-03-18 21:23:00
15042764,2015-03-27,2015,"1640","Friday","",2,0,0,0,"SE","N","Within 100ft of Intersection","Side Swiped","Clear","Heavy","Two-Way, Not Divided","Signal","1800 MARTIN LUTHER KING JR AVENUE SE",0,38.868425,-76.987885,"","","16",2015-03-27 16:40:00
15029183,2015-03-01,2015,"1336","Sunday","",2,0,0,0,"SE","N","Within 100ft of Intersection","Parked Vehicle","Sleet/Hail","Light","Two-Way, Not Divided","Stop Sign","2801 Stanton Rd SE",1,38.856842,-76.987388,"","","13",2015-03-01 13:36:00
15042352,2015-03-26,2015,"2131","Thursday","Injury",2,1,0,1000,"","N","Not at Intersection","Side Swiped","Rain","Light","Two-Way, Divided Positive","None","I 695 W/B",1,38.870339,-76.988322,"","","21",2015-03-26 21:31:00
15042202,2015-03-26,2015,"1725","Thursday","Injury",2,1,0,20,"NE","N","Within 100ft of Intersection","Rear End","Clear","Medium","One-Way, Not Divided","Signal","1300 C STREET NE",4,38.893747,-76.988123,"","","17",2015-03-26 17:25:00
15039640,2015-03-21,2015,"2236","Saturday","Injury",2,1,0,0,"NE","N","At Intersection","Right Angle","Clear","Unknown","Two-Way, Divided Unprotected","Stop Sign","CRITTENDEN ST NE / SARGENT RD NE",1,38.947278,-76.989193,"","","22",2015-03-21 22:36:00
15034602,2015-03-12,2015,"1710","Thursday","Prop. Damage",2,0,0,0,"SE","N","At Intersection","Right Angle","Clear","Heavy","Two-Way, Not Divided","Signal","1203 GOOD HOPE ROAD SE",0,38.867239,-76.988462,"","","17",2015-03-12 17:10:00
15041136,2015-03-24,2015,"1645","Tuesday","Prop. Damage",2,0,0,0,"SE","N","At Intersection","Left Turn Hit Veh.","Clear","Heavy","Two-Way, Not Divided","Signal","1203 GOOD HOPE ROAD SE",0,38.867239,-76.988462,"","","16",2015-03-24 16:45:00
15042343,2015-03-26,2015,"2131","Thursday","Injury",2,2,0,0,"NE","N","At Intersection","Other","Clear","Light","One-Way, Not Divided","None","1700 MONTELLO AVE NE",0,38.909168,-76.986031,"","","21",2015-03-26 21:31:00
15035671,2015-03-13,2015,"1500","Friday","",2,0,0,0,"NE","N","Not at Intersection","Side Swiped","Rain","Light","Two-Way, Not Divided","None","1305 LAWRENCE ST NE",-107,38.931493,-76.988305,"","","15",2015-03-13 15:00:00
15030562,2015-03-04,2015,"1220","Wednesday","",2,0,0,0,"SE","N","Not at Intersection","Right Angle","Clear","Light","Two-Way, Not Divided","Stop Sign","700 12TH STREET SE",9,38.880689,-76.989841,"","","12",2015-03-04 12:20:00
15039682,2015-03-21,2015,"2355","Saturday","Prop. Damage",2,0,0,0,"SE","N","Not at Intersection","Parked Vehicle","Clear","Light","Two-Way, Not Divided","None","700 12TH STREET SE",1,38.880689,-76.989841,"","","23",2015-03-21 23:55:00
13044767,2015-03-31,2015,"1235","Tuesday","Prop. Damage",2,0,0,0,"SE","N","Not at Intersection","Side Swiped","Clear","Light","Two-Way, Not Divided","None","2020 SHANNON PLACE SE",0,38.866471,-76.98984,"","","12",2015-03-31 12:35:00
15029748,2015-03-01,2015,"0530","Sunday","",2,0,0,0,"NE","N","At Intersection","Side Swiped","Clear","Light","Two-Way, Not Divided","Unknown","MONTELLO AVE NE / PENN ST NE",30,38.906508,-76.987545,"","","5",2015-03-01 05:30:00
15042175,2015-03-26,2015,"1635","Thursday","Prop. Damage",2,0,0,0,"SE","N","At Intersection","Side Swiped","Clear","Unknown","Two-Way, Divided Positive","Signal","2200 MARTIN LUTHER KING JR AVENUE SE",10,38.864752,-76.989585,"","","16",2015-03-26 16:35:00
15030997,2015-03-05,2015,"1205","Thursday","",1,0,0,0,"","N","Not at Intersection","Fixed Object","Snow","Medium","One-Way, Not Divided","None","295 NB and Exit 1C",1,38.866406,-76.988857,"","","12",2015-03-05 12:05:00
15036952,2015-03-16,2015,"2335","Monday","",2,0,0,0,"NE","N","Within 100ft of Intersection","Head On","Clear","Light","Two-Way, Not Divided","Stop Sign","1108 HOLBROOK TERRACE NE",10,38.90814,-76.987512,"","","23",2015-03-16 23:35:00
15034469,2015-03-12,2015,"1158","Thursday","Injury",2,1,0,0,"SE","N","At Intersection","Right Turn Hit Veh.","Clear","Medium","Two-Way, Not Divided","Signal","SOUTHERN AVE SE / WHEELER RD SE",1,38.832105,-76.987318,"","","11",2015-03-12 11:58:00
15030468,2015-03-04,2015,"0806","Wednesday","Injury",2,2,0,0,"SE","N","At Intersection","Head On","Rain","Unknown","One-Way, Not Divided","Stop Sign","13TH ST SE / U ST SE",1,38.86625,-76.9873,"","","8",2015-03-04 08:06:00
15036434,2015-03-15,2015,"2329","Sunday","Injury",2,2,0,0,"SE","N","At Intersection","Side Swiped","Clear","Light","Other","Unknown","13TH ST SE / U ST SE",3,38.86625,-76.9873,"","","23",2015-03-15 23:29:00
15043071,2015-03-27,2015,"2345","Friday","Injury",2,2,0,0,"SE","N","Not at Intersection","Rear End","Clear","Medium","One-Way, Not Divided","Signal","400 12TH STREET SE",1,38.883594,-76.989929,"","","23",2015-03-27 23:45:00
15029108,2015-03-01,2015,"0520","Sunday","",3,0,0,0,"NE","N","Not at Intersection","Side Swiped","Clear","Light","One-Way, Not Divided","None","1129 C STREET NE",131,38.89342,-76.990661,"","","5",2015-03-01 05:20:00
15033622,2015-03-10,2015,"1910","Tuesday","",1,1,0,0,"NE","N","At Intersection","Straight Hit Ped.","Rain","Medium","Two-Way, Divided Unprotected","Signal","1229 MICHIGAN AVENUE NE",20,38.939699,-76.988736,"","","19",2015-03-10 19:10:00
15038656,2015-03-20,2015,"0700","Friday","",2,0,0,0,"SE","N","Not at Intersection","Side Swiped","Rain","Light","Two-Way, Not Divided","None","1225 GOOD HOPE ROAD SE",1,38.867014,-76.987851,"","","7",2015-03-20 07:00:00
15040849,2015-03-24,2015,"0824","Tuesday","",2,0,0,0,"SE","N","At Intersection","Side Swiped","Clear","Light","Two-Way, Not Divided","Stop Sign","13TH ST SE / W ST SE",6,38.86456,-76.98784,"","","8",2015-03-24 08:24:00
15033340,2015-03-10,2015,"0902","Tuesday","Injury",2,1,0,0,"","N","Within 100ft of Intersection","Backing Hit Moving Veh.","Clear","Medium","Two-Way, Divided Unprotected","Signal","1200 BLOCK  MICHIGAN AVENUE",2,38.939484,-76.988966,"","","9",2015-03-10 09:02:00
15040659,2015-03-23,2015,"1925","Monday","Prop. Damage",2,0,0,100,"SE","N","Not at Intersection","Side Swiped","Clear","Light","Two-Way, Divided Positive","None","910 SOUTHERN AVENUE SE",1,38.831126,-76.988959,"","","19",2015-03-23 19:25:00
15030970,2015-03-05,2015,"1111","Thursday","Prop. Damage",2,0,0,0,"NE","N","Within 100ft of Intersection","Other","Snow","Light","Two-Way, Not Divided","None","1000 MOUNT OLIVET ROAD NE",2,38.91214,-76.988586,"","","11",2015-03-05 11:11:00
15035325,2015-03-13,2015,"2019","Friday","Prop. Damage",2,0,0,0,"NE","N","Other","Backing Hit Moving Veh.","Clear","Heavy","Two-Way, Divided Unprotected","Signal","1300 BRYANT ST NE",91,38.921308,-76.988694,"","","20",2015-03-13 20:19:00
15032973,2015-03-09,2015,"1601","Monday","Prop. Damage",2,0,0,150,"NE","N","Not at Intersection","Head On","Clear","Medium","Two-Way, Divided Positive","None","1300 MARYLAND AVENUE NE",9,38.898505,-76.988123,"","","16",2015-03-09 16:01:00
15044831,2015-03-31,2015,"1350","Tuesday","Prop. Damage",2,0,0,10,"NE","N","At Intersection","Side Swiped","Clear","Medium","Two-Way, Not Divided","Signal","13TH ST NE / H ST NE",7,38.90018,-76.98831,"","","13",2015-03-31 13:50:00
15040451,2015-03-23,2015,"1330","Monday","",2,0,0,0,"NW","N","Within 100ft of Intersection","Backing Hit Parked Veh.","","Medium","One-Way, Not Divided","Signal","800 Block of 12th Street NW",5,38.900431,-76.99046,"Yes","","13",2015-03-23 13:30:00
15042119,2015-03-26,2015,"1528","Thursday","Injury",2,1,0,0,"NE","N","At Intersection","Rear End","Clear","Heavy","Two-Way, Divided Unprotected","Signal","12TH ST NE / MICHIGAN AVE NE",4,38.93879,-76.99021,"","","15",2015-03-26 15:28:00
15038794,2015-03-20,2015,"0935","Friday","",2,0,0,0,"NE","N","Within 100ft of Intersection","Side Swiped","Rain","Medium","Two-Way, Divided Positive","None","12TH ST NE / MARYLAND AVE NE",0,38.89735,-76.99021,"","","9",2015-03-20 09:35:00
15034010,2015-03-11,2015,"1045","Wednesday","Prop. Damage",2,0,0,0,"SE","N","At Intersection","Side Swiped","Clear","Unknown","Two-Way, Divided Unprotected","Signal","901 VALLEY AVENUE SE",1,38.836702,-76.99246,"","","10",2015-03-11 10:45:00
15029478,2015-03-02,2015,"1009","Monday","",2,0,0,0,"NE","N","Within 100ft of Intersection","Rear End","Clear","Heavy","Two-Way, Not Divided","Signal","1000 MONROE ST NE",11,38.932606,-76.99234,"","","10",2015-03-02 10:09:00
15044879,2015-03-31,2015,"1617","Tuesday","",2,0,0,0,"NE","N","Within 100ft of Intersection","Non-Collision Accident","Rain","Medium","Two-Way, Not Divided","Stop Sign","12TH ST NE",2,38.895463,-76.990208,"","","16",2015-03-31 16:17:00
15031786,2015-03-07,2015,"0527","Saturday","",2,0,0,0,"NE","N","Within 100ft of Intersection","Parked Vehicle","Clear","Light","Two-Way, Divided Unprotected","None","1200 WEST VIRGINIA AVE NE",0,38.904903,-76.992128,"","","5",2015-03-07 05:27:00
15039545,2015-03-21,2015,"2005","Saturday","",2,0,0,0,"SE","N","At Intersection","Rear End","Clear","Light","Two-Way, Not Divided","Signal","10TH PL SE / SAVANNAH ST SE",5,38.842591,-76.99215,"","","20",2015-03-21 20:05:00
15042471,2015-03-27,2015,"0252","Friday","",2,0,0,0,"NE","N","At Intersection","Right Turn Hit Veh.","Rain","Light","Two-Way, Divided Positive","Unknown","910 MOUNT OLIVET ROAD NE",0,38.912669,-76.990602,"","","2",2015-03-27 02:52:00
15044657,2015-03-31,2015,"0748","Tuesday","Injury",3,2,0,0,"SE","N","Within 100ft of Intersection","Left Turn Hit Veh.","Other","Medium","Two-Way, Divided Unprotected","None","CHESAPEAKE ST SE / SOUTHERN AVE SE",0,38.829199,-76.99105,"","","7",2015-03-31 07:48:00
15029294,2015-03-01,2015,"1837","Sunday","",2,0,0,0,"NW","N","Not at Intersection","Backing Hit Parked Veh.","Rain","Light","Two-Way, Not Divided","None","1000 G STREET NW",0,38.899108,-76.99227,"","","18",2015-03-01 18:37:00
15033681,2015-03-10,2015,"2144","Tuesday","",2,2,0,0,"NE","N","Not at Intersection","Side Swiped","Rain","Medium","Two-Way, Not Divided","None","1100 FLORIDA AVENUE NE",11,38.903677,-76.991518,"Yes","","21",2015-03-10 21:44:00
15031038,2015-03-05,2015,"1458","Thursday","Prop. Damage",2,0,0,0,"NE","N","Private Property","Rear End","Snow","Light","Two-Way, Not Divided","Stop Sign","1150 VARNUM ST NE",1,38.943287,-76.991229,"","","14",2015-03-05 14:58:00
15044344,2015-03-30,2015,"1624","Monday","",2,0,0,0,"NE","N","Private Property","Side Swiped","Clear","Unknown","Two-Way, Not Divided","None","901 RHODE ISLAND AVE NE",6,38.92082,-76.990805,"","","16",2015-03-30 16:24:00
